Kod,Waga,Waga_Pz,Wilg,Piach,Olej
T20032451,1181,1151,"6,5","6,10","2,05"
T20032641,1004,"971,3","5,8","7,56","2,88"
T20032661,902,"880,9","5,7","6,46","2,21"
T20032661,605,586,"7,0","7,07","1,93"
T20032731,"950,6","920,2","5,7","7,07","2,13"
T20032751,767,"746,8","6,3","7,07","1,94"
T20032761,595,"573,6","6,8","6,46","2,57"
T20032831,"949,4","924,4","6,1","7,07","2,02"
T20032841,999,968,"5,6","7,66","2,26"
T20032851,564,"544,2","8,1","7,66","2,59"
T20033041,"715,8","693,8","5,6","6,54","2,28"
T20033051,644,621,"7,2","7,66","2,47"
T20033061,552,531,"7,5","7,66","2,30"
T20033131,"1485,8","1442,4","6,3","6,33","2,12"
T20033141,736,"702,6","6,7","6,54","2,54"
T20033161,666,"639,8","6,7","6,54","2,32"
T20040141,"739,8","715,6","6,5","6,33","1,86"
T20040151,931,"903,3","6,2","7,07","1,93"
T20040161,717,692,"5,9","6,89","2,19"
T20040231,"815,6","773,4","6,0","6,89","2,52"
T20040241,1138,"1109,5","5,7","6,33","1,98"
T20040251,932,"905,6","7,0","6,89","2,37"
T20040331,"925,4","895,3","5,8","6,33","1,95"
T20040351,1095,1068,"5,9","7,26","2,26"
T20040431,1760,1760,"6,7","7,26","2,26"
T20040441,"515,6","500,9","11,1","6,10","2,47"
T20040451,1287,"1249,8","5,9","6,10","2,29"
T20040461,1070,"1037,2","6,2","7,26","2,27"
T20040641,"597,2","574,4","5,8",,"2,03"
T20040651,868,"841,6","7,3","7,37","2,64"
T20040751,1403,"1367,4","5,9","7,37","2,49"
T20040761,823,"807,6","5,7","6,10","2,31"
T20040831,"1455,8","1419,3","5,7","7,37","2,68"
T20040841,368,"352,5","7,9","5,67","2,40"
T20040851,909,887,"6,3","7,37","2,50"
T20040941,"556,2","531,2","6,8","5,67","2,86"
T20040961,1231,"1185,5","5,9","5,67","2,37"
T20041431,"670,4","647,9","7,1","5,67","2,31"
T20041531,"1443,6","1418,1","6,6","6,73","2,76"
T20041541,"758,6","738,1","6,5","5,67","2,58"
T20041551,841,821,"10,6",,"1,34"
T20041561,515,"494,2","5,8","5,67","2,73"
T20041651,1073,1044,"6,7","5,99","2,29"
T20041661,871,"843,6","6,4","5,99","2,25"
T20041731,650,"628,5","7,7","5,99","2,36"
T20041741,"928,2","896,5","6,6","7,50","2,83"
T20041761,1054,"1020,2","6,9",,"1,91"
T20041831,"1161,2","1131,8","6,2","7,50","2,24"
T20041841,"1215,2","1169,5","5,9",,"1,75"
T20041861,469,451,"7,9","7,50","2,74"
T20042041,"1278,8","1248,3","5,9",,"1,53"
T20042051,1012,"988,6","7,4","7,15","2,48"
T20042061,1097,"1066,6","6,9","7,15","2,46"
T20042131,"1017,2","989,2","7,4","7,15","2,44"
T20042141,"682,4","660,4","6,3",,"2,12"
T20042151,1047,"1024,3","6,1",,"2,17"
T20042231,"206,6","206,6","8,1",,"1,83"
T20042241,"925,2","899,1","5,7","7,15","2,63"
T20042251,1226,1226,"5,8",,"1,65"
T20042261,980,980,"6,4",,"2,10"
T20042331,"591,4","570,6","7,3","6,73","2,42"
T20042341,"989,4","962,3","5,7",,"1,84"
T20042351,656,"638,9","7,4","6,73","2,48"
T20042441,"965,2","935,2","5,8","6,60","2,60"
T20042451,901,879,"6,7","6,60","2,46"
T20042461,774,"753,2","6,0","6,60","2,19"
T20042531,"565,6","547,1","9,0",,"1,70"
T20042541,"1268,6","1231,6","6,0",,"2,09"
T20042551,1349,1349,"6,3",,"1,67"
T20042731,"803,6","777,9","6,6","5,56","2,36"
T20042751,858,,,,
T20042761,642,618,"7,1","5,56","2,23"
T20042831,"1108,6","1075,2","5,9",,"1,84"
T20042831,"1047,6","1015,1","5,9",,"1,84"
T20042851,724,"702,2","6,1","5,00","2,04"
T20042861,877,"845,6","6,6",,"2,16"
T20042931,"989,6",962,"6,3","5,57","2,17"
T20042941,"1070,6","1039,8","5,6","5,57","2,08"
T20042951,1053,"1024,2","6,5","5,56","2,30"
T20043041,1142,"1097,8","7,2","4,51","2,55"
T20043051,420,"403,2","8,3","5,00","1,91"
T20043061,812,"786,5","6,7","5,56","2,21"
T20050131,839,"813,5","7,5","4,51","2,28"
T20050141,"750,4","722,7","8,3","5,32","2,30"
T20050161,714,"687,5","8,8","5,56","2,49"
T20050231,"847,2","815,1","6,8","5,32","2,96"
T20050241,1093,"1049,5","5,7","6,18","1,99"
T20050251,1152,,,,
T20050441,1066,"1029,5","8,1","4,51","2,57"
T20050451,728,"694,7","7,9","5,32","2,52"
T20050461,965,930,"5,6","5,36","2,26"
T20050531,"489,2",473,"7,5","5,32","2,93"
T20050551,1042,"1010,6","8,0","5,36","2,30"
T20050561,135,135,"7,1","5,32","2,19"
T20050561,368,"483,5","7,1","5,36","2,19"
T20050631,"1333,2","1297,1","6,5","4,69","2,28"
T20050631,"1333,2","1297,1","6,5","4,69","2,28"
T20050651,1085,"1056,3","7,1","4,69","2,57"
T20050651,1085,"1056,3","7,1","4,69","2,57"
T20050731,"1025,4","992,6","5,6","6,18","1,90"
T20050741,"486,6","463,8","7,2","5,36","2,77"
T20050751,946,"918,5","7,2","4,69","2,27"
T20050751,946,"918,5","7,2","4,69","2,27"
T20050831,"932,2",902,"6,4","5,59","2,33"
T20050841,"634,8","614,1","5,9","5,57","1,89"
T20050851,637,"1039,3","7,2","6,18","1,82"
T20050851,436,0,"7,2",,"1,82"
T20050931,"74,6","41,6","6,6","6,18","2,08"
T20050931,996,1000,"6,6",,"2,08"
T20050941,"1009,6","974,8","5,2","5,59","2,89"
T20050951,681,"661,6","6,8","6,18","1,96"
T20051131,"579,2",559,"6,8","5,59","2,46"
T20051141,"937,2","907,9","6,8","5,59","2,89"
T20051151,879,"852,8","6,8","6,14","2,17"
T20051231,"822,8","796,1","6,8","5,59","2,40"
T20051241,"1099,8",1065,"5,3","6,14","2,40"
T20051261,543,"522,4","6,4","6,14","2,38"
T20051331,"759,2","729,5","7,4","6,65","2,03"
T20051361,996,"959,6","8,8","6,18","1,95"
T20051431,"1097,2","1067,9","6,8","7,46","2,36"
T20051441,"704,6","704,6","6,5","6,14","2,47"
T20051461,877,"948,2","7,1","6,14","2,46"
T20051531,"560,6","539,6","7,8","7,46","2,89"
T20051541,"1259,8","1128,3","5,8","7,46","2,54"
T20051561,460,"442,6","7,6","5,60","2,28"
T20051631,"1168,4","1134,7","6,1","6,21","2,15"
T20051631,"1168,4","1134,7","6,1","6,21","2,15"
T20051641,"340,6","322,8","5,8","6,83","1,67"
T20051661,958,"924,1","6,7","6,21","2,61"
T20051661,958,"924,1","6,7","6,21","2,61"
T20051831,632,612,"5,9","6,83","2,04"
T20051841,"773,4","743,5","8,1","6,83","2,11"
T20051931,"635,2","613,6","7,4","6,65","1,79"
T20051941,"904,4","872,2","6,7","6,21","2,17"
T20051941,"904,4","872,2","6,7","6,21","2,17"
T20052031,897,"865,6","6,4","6,00","2,82"
T20052031,897,"865,6","6,4","6,00","2,82"
T20052041,"1070,4","1040,2","6,1","6,83","1,98"
T20052131,839,"812,3","6,1","6,00","2,22"
T20052131,839,"812,3","6,1","6,00","2,22"
T20052141,"547,5","530,5","6,1","5,60","2,24"
T20052151,683,661,"6,2","6,00","2,30"
T20052151,683,661,"6,2","6,00","2,30"
T20052161,1050,1018,"6,8","5,60","2,54"
T20052231,"556,6","535,8","7,1","5,60","2,93"
T20052241,"1241,2","1204,3","6,9","6,15","2,15"
T20052241,"1241,2","1204,3","6,9","6,15","2,15"
T20052251,431,431,"7,2","6,15","2,23"
T20052251,431,431,"7,2","6,15","2,23"
T20052261,926,900,"6,3","6,15","2,25"
T20052261,926,900,"6,3","6,15","2,25"
T20052331,"829,8","805,4","6,6","5,37","2,71"
T20052331,"829,8","805,4","6,6","5,37","2,71"
T20052341,"819,8","798,2","5,0","6,65","1,92"
T20052351,965,"938,3","7,4","6,65","1,95"
T20052361,1334,"1274,9","5,0","6,05","1,63"
T20052531,"827,8","798,1","7,7","5,37","2,48"
T20052531,"827,8","798,1","7,7","5,37","2,48"
T20052541,"1083,2","1049,9","6,1","6,05","2,04"
T20052561,608,"584,2","7,5","5,37","2,25"
T20052561,608,"584,2","7,5","5,37","2,25"
T20052631,"842,6","816,6","7,1","6,05","2,06"
T20052641,"506,6","486,2","6,1","6,06","1,82"
T20052731,"1053,2",1018,"6,5","6,06","1,99"
T20052741,409,"393,1","7,0","5,37","2,69"
T20052741,409,"393,1","7,0","5,37","2,69"
T20052831,"655,8","636,1","7,0","7,72","2,52"
T20052831,"655,8","636,1","7,0","7,72","2,52"
T20052841,"1092,2","1058,5","6,3","6,06","2,02"
T20052931,"648,8","624,7","7,2","7,72","2,58"
T20052931,"648,8","624,7","7,2","7,72","2,58"
T20052941,"583,6","563,7","6,2","7,72","2,34"
T20052941,"583,6","563,7","6,2","7,72","2,34"
T20053041,"1045,4",1010,"6,6","7,72","2,36"
T20053041,"1108,4",1078,"7,9","6,71","1,96"
T20053041,"1045,4",1010,"6,6","7,72","2,36"
T20053041,"1108,4",1078,"7,9","6,71","1,96"
T20060241,"907,4","879,25","6,8","7,72","2,68"
T20060241,"947,7","919,1","6,1","6,71","1,97"
T20060241,"907,4","879,25","6,8","7,72","2,68"
T20060241,"947,7","919,1","6,1","6,71","1,97"
T20060331,583,"565,3","7,0","6,21","2,38"
T20060331,583,"565,3","7,0","6,21","2,38"
T20060341,"1169,6","1131,9","7,0","6,21","2,42"
T20060341,"1169,6","1131,9","7,0","6,21","2,42"
T20060351,471,471,"10,5","6,71","1,13"
T20060351,471,471,"10,5","6,71","1,13"
T20060431,746,714,"6,7","6,21","2,26"
T20060431,746,714,"6,7","6,21","2,26"
T20060441,"672,8","651,7","6,9","6,21","2,29"
T20060441,"672,8","651,7","6,9","6,21","2,29"
T20060531,786,"756,5","7,4","6,71","1,97"
T20060531,786,"756,5","7,4","6,71","1,97"
T20060541,708,"687,5","6,1","6,21","2,39"
T20060541,708,"687,5","6,1","6,21","2,39"
T20060631,657,"631,2","6,8","6,26","3,00"
T20060631,657,"631,2","6,8","6,26","3,00"
T20060831,"443,4","427,5","7,2","6,26","2,39"
T20060831,"443,4","427,5","7,2","6,26","2,39"
T20060841,812,"776,8","6,9","5,63","2,51"
T20060841,812,"776,8","6,9","5,63","2,51"
T20060941,"438,6",422,"8,2","6,71","1,91"
T20060941,"438,6",422,"8,2","6,71","1,91"
T20061031,"395,8","377,9","7,4","6,26","2,56"
T20061031,"395,8","377,9","7,4","6,26","2,56"
T20061041,"713,2","685,7","7,0","6,26","2,52"
T20061041,"713,2","685,7","7,0","6,26","2,52"
T20061231,"1409,8",1306,"7,2",,"1,41"
T20061231,"1409,8",1306,"7,2",,"1,41"
T20061241,"1341,8","1290,7","6,8","5,51","2,36"
T20061241,"1341,8","1290,7","6,8","5,51","2,36"
T20061331,"521,6","479,9","6,2",,"1,05"
T20061341,1227,"1186,6","5,7","5,38","2,03"
T20061361,962,962,"6,7","5,63","2,34"
T20061361,962,962,"6,7","5,63","2,34"
T20061531,"1950,5","1950,5","9,4","6,48","2,07"
T20061531,"1950,5","1950,5","9,4","6,48","2,07"
T20061541,"1187,6","1156,6","5,3","5,51","2,22"
T20061541,"1187,6","1156,6","5,3","5,51","2,22"
T20061631,"961,6","930,4","6,8","5,38","1,68"
T20061641,"565,2","544,4","7,6","5,63","2,38"
T20061641,"565,2","544,4","7,6","5,63","2,38"
T20061731,"625,4",603,"7,7","5,51","2,44"
T20061731,"625,4",603,"7,7","5,51","2,44"
T20061741,"757,4","737,3","5,9","5,38","2,05"
T20061841,1075,"1038,2","5,7","5,51","2,56"
T20061841,1075,"1038,2","5,7","5,51","2,56"
T20061931,"545,2","522,6","6,5","5,38","2,10"
T20061941,"613,8","596,7","6,5","5,38","2,00"
T20062341,"966,4","938,9","6,6","5,57","2,23"
T20062341,"966,4","938,9","6,6","5,57","2,23"
T20062441,"1069,6","1028,9","6,7","5,57","2,26"
T20062441,"1069,6","1028,9","6,7","5,57","2,26"
T20062731,"379,6",365,"5,8","5,57","2,19"
T20062731,"379,6",365,"5,8","5,57","2,19"
T20062741,"515,4","499,5","7,4","6,71","2,02"
T20062741,"515,4","499,5","7,4","6,71","2,02"
T20070931,"1314,2","1271,9","6,7","5,57","2,21"
T20070931,"1314,2","1271,9","6,7","5,57","2,21"
T20071031,"787,2","762,8","6,8",,"2,27"
T20071031,"787,2","762,8","6,8",,"2,27"
T20071041,779,"741,9","5,8",,"2,11"
T20071041,779,"741,9","5,8",,"2,11"
T20082431,365,,"6,7","2,53","3,59"
T20082531,575,,"7,0","2,53","3,22"
T20082631,"510,4",,"8,0","2,53","3,53"
T20082731,"540,2",,"6,8","2,53","3,26"
T20082831,243,,"6,3","2,53","3,15"
T20082831,324,,"6,3","3,42","3,15"
T20082831,925,"883,2","5,7","4,88","2,03"
T20082851,719,"679,8","6,3","4,88","1,99"
T20083031,865,"820,8","5,9","4,88","2,66"
T20083131,"497,8",,"6,7","3,42","2,31"
T20090131,589,,"7,8","3,42","2,79"
T20090231,"617,4",,"6,7","3,42","2,39"
T20090331,298,"277,8","6,3","3,42","2,60"
T20090431,455,,"6,7","2,81","2,63"
T20090831,"477,8",,"7,0","2,81","2,67"
T20091031,"469,2",,"7,8","2,81","2,71"
T20091241,"436,2",,"6,3","2,81","2,85"
T20091741,"513,6","474,6","6,9","8,43","2,06"
T20091831,880,"835,2","5,5","7,85","2,08"
T20091841,590,"553,6","6,4","6,30","2,98"
T20091931,1320,1237,"5,6","8,26","2,60"
T20092131,"1004,6","970,1","4,7","6,38","1,96"
T20092141,"888,6","840,1","5,5","6,38","2,14"
T20092231,"733,4","733,4","5,7","6,38","2,17"
T20092241,"640,2",602,"5,5","6,38","2,31"
T20092331,"608,6","579,9","6,2","5,96","2,27"
T20092351,789,"764,3","5,9","5,96","2,41"
T20092431,"558,8","533,1","5,5","4,86","2,25"
T20092441,779,779,"6,2","8,48","1,54"
T20092451,525,"493,1","6,1","8,48","2,36"
T20092531,839,"810,5","5,5","4,86","2,53"
T20092541,"1214,8","1155,2","5,5","4,86","1,98"
T20092551,1070,"1009,8","5,2","4,86","2,42"
T20092631,"1611,8","1535,4","6,2","6,10","2,66"
T20092651,548,548,"6,1","6,10","1,98"
T20092661,527,484,"5,9","6,10","2,54"
T20092841,655,"623,1","5,1","6,10","2,10"
T20092861,772,"726,8","5,5","6,10","2,03"
T20092931,645,609,"7,0","5,14","2,59"
T20092941,"566,6","533,2","6,0","5,14","2,54"
T20092961,728,"680,9","7,2","5,14","2,41"
T20093041,"657,8","626,7","6,0","5,14","2,78"
T20100131,"752,6","709,8","6,7","5,20","2,62"
T20100141,753,"706,5","6,7","5,20","2,26"
T20100161,499,499,"6,3","5,20","2,12"
T20100231,"439,4","412,1","6,0","5,37","2,07"
T20100241,987,"944,5","6,5","5,20","1,93"
T20100251,675,"640,4","5,9","5,20","2,44"
T20100261,1081,"1026,2","5,6","5,20","2,68"
T20100331,"469,8",447,"6,5","5,37","2,20"
T20100341,"1288,2","1228,7","8,0","6,93","2,59"
T20100341,473,435,"6,4","8,25","2,40"
T20100361,923,880,"5,8","5,37","2,40"
T20100451,862,"816,6","6,5","5,37","2,67"
T20100531,351,"312,5","7,0","6,93","2,04"
T20100541,"821,4",752,"6,6","6,16","1,76"
T20100551,913,913,"7,0","6,93","2,01"
T20100561,578,"535,3","6,2","6,16","1,98"
T20100631,"934,8","868,7","5,5","8,25","2,08"
T20100641,"1111,4","1054,2","5,7","6,16","2,48"
T20100661,350,"320,9","6,7","8,25","1,85"
T20100731,621,579,"7,3","7,13","2,47"
T20100741,"741,2","694,3","6,3","8,25","2,24"
T20100751,571,499,"6,3","7,13","2,50"
T20100761,490,"440,4","6,1","7,13","2,74"
T20100831,"639,4","592,2","6,6","7,13","2,31"
T20100841,"911,4","879,8","5,7","5,17","2,58"
T20100851,716,"670,8","6,5","5,17","2,61"
T20100861,806,768,"6,1","5,17","2,29"
T20100931,765,"715,4","5,4","7,13","2,19"
T20100941,"479,4","451,5","6,1","5,61","2,49"
T20100951,640,"585,8","5,4","7,13","2,32"
T20100961,465,"421,7","7,0","5,61","2,46"
T20101031,"964,2","921,7","5,8","5,61","2,08"
T20101041,"777,8","793,6","7,5","5,61","1,72"
T20101051,598,"551,7","5,5","5,61","2,09"
T20101231,"1174,8","1128,9","6,2","6,40","2,56"
T20101241,646,"605,2","5,4","6,40","1,60"
T20101251,746,"690,3","7,7","6,40","2,56"
T20101261,652,"596,3","7,0","5,61","2,51"
T20101331,981,"842,3","7,2","6,33","2,43"
T20101341,"618,6","579,1","5,3","8,40","1,97"
T20101351,708,"649,8","5,7","6,33","2,13"
T20101361,482,440,"6,0","6,33","2,68"
T20101431,"824,8",773,"5,3","8,66","2,24"
T20101441,"767,4","715,2","4,7","8,66","1,94"
T20101451,892,"841,2","5,3","8,40","2,65"
T20101461,863,818,"5,6","8,40","2,14"
T20101531,"559,6","516,4","5,2","6,47","2,14"
T20101541,676,"627,6","6,1","8,66","2,42"
T20101551,920,"862,5","5,9","6,47","1,98"
T20101561,729,"680,6","4,3","7,37","1,63"
T20101561,748,"691,5","5,1","6,59","1,28"
T20101631,"636,6","583,9","4,3","7,95","1,81"
T20101641,"727,2","682,2","5,7","6,47","2,26"
T20101651,774,"734,3","6,8","6,47","2,65"
T20101661,923,"941,8","6,0","6,47","2,41"
T20101731,"654,6","613,1","5,0","7,17","1,99"
T20101731,406,"368,5","5,3","6,65","1,68"
T20101741,"859,2",821,"5,4","7,37","2,30"
T20101751,512,"476,3","7,2","7,37","2,53"
T20101761,693,693,"5,2","7,17","2,14"
T20101931,"752,8","705,3","5,5","7,95","2,03"
T20101941,734,"684,6","7,1","7,37","2,41"
T20101951,708,"654,8","6,7","7,17","2,23"
T20101961,925,"826,3","7,6","7,95","2,63"
T20102051,860,"820,8","6,7","6,59","2,00"
T20102131,"485,2","443,1","4,1","6,65","1,70"
T20102141,"626,6","602,4","4,7","7,37","2,54"
T20102241,"1644,4","1532,4","5,2","6,56","2,05"
T20102261,379,"343,7","6,2","6,65","1,67"
T20102331,"414,8",383,"6,0","6,56","2,19"
T20102341,"549,6","510,7","4,9","6,65","1,98"
T20102361,580,541,"6,0","6,65","1,76"
T20102431,"600,2",561,"6,1","6,56","2,24"
T20102441,"488,4","449,5","4,8","6,65","1,32"
T20102461,469,"433,3","6,1","6,65","1,87"
T20102631,"748,6","700,4","6,3","6,94","2,02"
T20102641,1043,1000,"6,9","6,94","1,98"
T20102651,372,"343,5","9,4","6,56","2,27"
T20102661,857,"806,7","7,0","6,94","2,16"
T20102731,"868,8","824,3","5,3","6,94","2,09"
T20102741,"831,4","785,4","5,3","6,56","2,19"
T20102751,477,"435,8","5,7","6,94","1,91"
T20102761,357,"324,2","6,7","6,59","2,58"
T20102831,"695,4","650,8","6,1","6,59","2,34"
T20102841,"820,4","765,2","4,9",,"1,87"
T20102851,1060,"1014,5","6,8",,"2,61"
T20102861,594,"552,8","6,1","6,59","2,58"
T20102931,"932,6",885,"6,1",,"1,87"
T20102941,"811,6","771,3","5,2",,"1,95"
T20102951,945,"894,2","5,6",,"1,93"
T20102961,479,"440,5","5,7",,"1,89"
T20103031,"737,1","692,9","5,4",,"2,03"
T20103041,"588,2","549,7","6,3","6,59","2,56"
T20103061,878,"823,1","5,5",,"2,38"
T20103131,"698,6","653,9","5,3","5,89","1,76"
T20103141,"867,2","814,5","5,3","5,89","1,99"
T20103151,776,"733,3","6,8","5,89","2,12"
T20103161,704,"664,4","6,5",,"2,35"
T20110341,"898,8","848,2","6,6","6,17","2,47"
T20110341,"759,2","715,5","6,0","6,17","2,26"
T20110351,561,"520,7","8,9","5,89","2,77"
T20110361,787,"738,1","6,8","6,17","2,34"
T20110431,"827,8","827,8","6,1","9,02","1,59"
T20110432,"711,5","711,5","12,5","9,02","1,84"
T20110441,592,547,"4,7","7,66","1,74"
T20110451,766,"713,7","5,1","7,66","1,82"
T20110461,557,"504,7","5,5","7,66","1,80"
T20110531,"814,6","767,4","4,7","9,02","1,45"
T20110541,"626,4",547,"6,2","5,76","2,19"
T20110551,868,"822,4","5,8","7,66","1,93"
T20110561,941,"890,5","6,0","6,17","2,16"
T20110631,"615,8","569,3","5,2","8,02","1,77"
T20110641,543,"504,8","5,1","5,76","2,33"
T20110651,966,"914,7","5,6","8,39","2,55"
T20110661,734,"694,2","5,7","5,76","2,43"
T20110731,"659,8","635,1","6,0","8,39","2,39"
T20110741,"626,4","584,3","5,1","8,02","1,50"
T20110751,702,"658,3","6,8","8,39","2,57"
T20110761,529,"477,2","6,5","8,02","1,91"
T20110931,721,"477,2","5,1","8,02","1,79"
T20110941,"1045,3","995,7","5,9","5,45","2,73"
T20110951,1077,"1018,9","7,3","7,59","2,59"
T20110961,830,"776,3","6,0","5,76","2,28"
T20111031,"571,6","523,2","5,2","8,08","1,92"
T20111041,891,"838,2","6,0","6,83","2,04"
T20111051,540,"496,3","5,3","7,59","1,92"
T20111061,842,"797,4","5,5","5,45","2,37"
T20111231,"792,2","746,9","4,9","6,83","2,11"
T20111241,"526,4","483,2","5,1","7,59","1,86"
T20111251,971,"904,8","5,6","5,60","1,87"
T20111261,576,531,"6,6","5,45","2,37"
T20111331,"713,8","713,8","6,0","5,60","2,03"
T20111341,"856,2","808,2","6,0","5,66","2,31"
T20111351,969,922,"5,7","6,83","2,22"
T20111361,755,"703,2","5,7","5,60","2,03"
T20111431,"604,2",561,"4,3","6,50","1,43"
T20111441,"446,6","422,2","5,8","5,60","1,93"
T20111451,1006,"957,5","6,8","5,66","2,55"
T20111461,471,"432,8","5,8","5,66","2,33"
T20111631,"1015,4",950,"4,7","5,60","1,85"
T20111641,"862,2","812,7","4,7","6,50","1,79"
T20111651,922,"876,2","7,2","5,09","2,37"
T20111661,824,770,"6,1","6,50","1,71"
T20111731,"871,2","825,9","6,3","5,09","2,11"
T20111741,897,"848,6","5,9","7,24","1,69"
T20111751,509,"467,5","6,0","5,09","2,08"
T20111761,760,"714,3","5,8","5,09","2,16"
T20111831,"839,2","792,8","5,7","7,24","2,00"
T20111841,831,"785,4","5,5","6,96","2,24"
T20111851,734,696,"6,7","5,09","2,92"
T20111861,691,"639,7","5,9","6,50","1,92"
T20111931,"408,4","384,5","6,4","6,96","2,15"
T20111941,795,751,"4,3","8,15","1,84"
T20111951,897,"852,4","5,4","6,96","2,44"
T20111961,779,"724,8","5,3","6,96","2,22"
T20112031,690,645,"4,4","8,15","1,45"
T20112041,"819,8","763,3","4,7","7,24","1,55"
T20112051,771,"727,7","5,2","8,15","2,02"
T20112061,891,"842,8","7,7","8,15","2,08"
T20112131,"578,8","534,2","4,5","8,08","1,77"
T20112141,"907,6","853,9","3,8","8,15","1,57"
T20112151,789,"746,3","6,5","6,96","2,62"
T20112161,903,"850,5","6,1","6,96","2,55"
T20112331,685,"642,2","4,8","10,06","1,62"
T20112341,809,"759,8","5,3","10,06","2,07"
T20112351,1054,"1002,5","6,7","6,96","2,51"
T20112361,928,"882,1","6,2","6,96","2,19"
T20112431,1064,1009,"5,0","10,06","2,02"
T20112441,"802,6","766,2","6,7","7,00","2,66"
T20112451,758,"715,3","6,1","7,00","2,33"
T20112461,698,"657,1","6,1","6,48","2,48"
T20112531,"768,8","736,4","5,1","7,00","2,36"
T20112541,"820,2",771,"4,4","10,06","1,66"
T20112561,1470,"1381,1","5,9","6,48","2,15"
T20112631,"733,4","704,7","6,1","6,46","2,34"
T20112641,"942,2","893,7","5,0","9,18","2,02"
T20112651,562,"521,9","5,6","6,46","2,18"
T20112661,510,"468,6","6,0","6,48","2,24"
T20112731,"810,8","775,7","6,2","6,58","2,59"
T20112741,412,"385,5","5,1","10,06","1,85"
T20112751,568,"536,9","6,5","6,46","2,30"
T20112761,846,"797,9","6,1","6,46","2,30"
T20112831,"772,6","723,5","5,1",,"2,36"
T20112841,"509,4","476,6","5,6","6,46","2,39"
T20112851,804,"760,5","6,1","6,46","2,20"
T20112861,949,"906,5","5,9","9,18","2,13"
T20113031,758,"706,3","5,0","7,99","1,34"
T20113041,1019,"967,3","5,0","9,18","2,07"
T20113051,890,"839,2","5,9","6,58","2,45"
T20113061,1024,"970,5","5,9","6,58","2,84"
T20120131,"812,8","766,1","4,0","7,99","2,04"
T20120131,798,"757,8","6,7","6,47","2,27"
T20120151,1126,"1079,3","5,8","7,99","2,55"
T20120231,"841,6","787,9","4,0","9,18","1,36"
T20120241,"571,2","545,5","4,5","6,47","2,40"
T20120251,576,"544,5","6,3","6,47","2,50"
T20120261,1041,"975,5","4,5","8,08","1,96"
T20120331,"919,6","865,6","4,5","10,47","1,66"
T20120341,"1118,6","1055,7","3,8","10,47","1,50"
T20120351,772,"719,5","5,4","10,47","1,91"
T20120361,402,"360,2","5,4","8,08","1,83"
T20120431,"902,2","850,8","6,0","8,62","2,09"
T20120441,"699,2","661,4","5,1","10,47","1,96"
T20120451,941,891,"5,6","6,47","2,26"
T20120461,771,"716,4","5,8","10,47","1,74"
T20120531,"787,8","787,8","6,8","5,01","2,22"
T20120541,"754,2",706,"4,3","8,62","1,78"
T20120561,612,582,"6,6","6,47","2,91"
T20120731,"829,6","775,5","5,4","8,62","1,73"
T20120741,"848,2","814,7","5,6","8,62","2,03"
